Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015823591.1	829	0	829	0	829	2.68489	829	7.26215	829	6.40474	829	32.013	829	4.29654	829	21.7788	829	36.0788	829	8.58646	829	8.70764	829	5.24528	829	10.8951	829	0
XM_015823592.1	885	2.21783	885	4.8244	885	7.58198	885	61.7051	885	0	885	0	885	0	885	0	885	50.9095	885	0	885	3.16522	885	0	885	0	885	92.6771
XM_015823593.1	1470	2.77876	1470	2.39639	1470	5.79199	1470	2.61309	1470	1.97119	1470	1.61	1470	3.498	1470	1.5152	1470	7.31448	1470	3.31039	1470	4.18863	1470	1.26177	1470	2.24893	1470	5.59826
XM_015823594.1	1095	1.14589	1095	0.19185	1095	0.564364	1095	0.856899	1095	0.60463	1095	0	1095	0.750337	1095	0.937999	1095	1.28007	1095	0	1095	1.16681	1095	1.16852	1095	0.672271	1095	2.76891
XM_015823595.1	231	0	231	0	231	0	231	0	231	0	231	0	231	0	231	6.02388	231	0	231	2.40875	231	4.21106	231	0	231	0	231	0
XM_015823596.1	2178	0.265106	2178	1.42234	2178	0.0521545	2178	7.5565	2178	0	2178	0	2178	0.175421	2178	0.219709	2178	0	2178	0	2178	0.204991	2178	0	2178	0	2178	3.76839
XM_015823597.1	2760	151.526	2760	1.10397	2760	2.18476	2760	13.5532	2760	14.5106	2760	128.455	2760	65.1288	2760	92.1971	2760	4.85685	2760	22.024	2760	9.93893	2760	13.2795	2760	13.7523	2760	35.3474
XM_015823598.1	1985	0.117271	1985	0	1985	0	1985	7.35731	1985	0.088383	1985	2.46383	1985	0.563024	1985	0.318571	1985	3.55088	1985	48.2092	1985	0.475913	1985	1.16943	1985	0.318756	1985	5700.19
XM_015823599.1	1401	0	1401	0	1401	0	1401	0	1401	0	1401	0	1401	0	1401	0	1401	0.0643365	1401	0	1401	0	1401	0	1401	0	1401	0
XM_015823600.1	1091	0	1091	1.63773	1091	0.566802	1091	0.614729	1091	0	1091	0	1091	0	1091	0	1091	0.0857035	1091	2.4439	1091	0	1091	0	1091	0	1091	0
XM_015823601.1	837	0	837	0	837	0	837	0	837	0.119411	837	6.50442	837	0.257391	837	1.60662	837	0.235398	837	0	837	0.399697	837	41.4866	837	7.69217	837	0
XM_015823602.1	1812	5.63627	1812	8.25282	1812	11.0275	1812	7.79262	1812	7.95876	1812	10.8238	1812	21.6049	1812	20.622	1812	5.46396	1812	6.20517	1812	1.83241	1812	2.51251	1812	3.70239	1812	7.61003
XM_015823603.1	1761	12.2101	1761	15.7874	1761	1.00376	1761	8.82893	1761	0.799469	1761	8.65225	1761	4.0345	1761	1.84138	1761	154.954	1761	2.65492	1761	2.88222	1761	1.22144	1761	5.90355	1761	12.3145
XM_015823604.1	3792	0.20611	3792	0	3792	0.173685	3792	0	3792	0.0221892	3792	0	3792	0	3792	0	3792	34.5572	3792	0	3792	0	3792	0	3792	0	3792	0.262702
XM_015823605.1	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0	1266	0
XM_015823606.1	1904	28.595	1904	10.1833	1904	7.92601	1904	31.9982	1904	3.97725	1904	23.4876	1904	28.6862	1904	16.8807	1904	17.5698	1904	36.9179	1904	62.5256	1904	35.2553	1904	44.1609	1904	60.6937
XM_015823607.1	1321	8.67039	1321	5.56231	1321	18.3438	1321	17.0195	1321	16.5466	1321	9.0651e-07	1321	11.4434	1321	1.88313e-06	1321	62.5033	1321	2.56963e-06	1321	11.7932	1321	5.67919	1321	2.26254e-06	1321	37.6345
XM_015823608.1	882	36.227	882	0.124217	882	0.43914	882	4.45192	882	0	882	0	882	0	882	0	882	0.220788	882	3.12308	882	0	882	0	882	0	882	0
XM_015823609.1	763	0.533598	763	0.446166	763	0.877452	763	0.572643	763	3.75553	763	0	763	4.46634	763	7.90933	763	16.5074	763	9.48196	763	30.4093	763	13.8148	763	12.7487	763	26.2757
XM_015823610.1	2542	1.30242	2542	1.09203	2542	7.68535	2542	2.53012	2542	27.4156	2542	41.8929	2542	35.1527	2542	56.8541	2542	32.8119	2542	46.4069	2542	61.5103	2542	38.3031	2542	51.1356	2542	44.9526
XM_015823611.1	1367	0	1367	1.33759	1367	3.49345	1367	0	1367	0	1367	31.3777	1367	0	1367	0	1367	22.1586	1367	0	1367	6.63001	1367	0	1367	8.06494	1367	0
XM_015823612.1	1325	10.1113	1325	0	1325	0	1325	1.17645	1325	5.88915	1325	0	1325	15.2566	1325	45.3517	1325	0	1325	36.248	1325	17.5819	1325	27.5933	1325	7.52198	1325	16.6248
XM_015823613.1	3249	1.85116	3249	0.14519	3249	0.136176	3249	0	3249	0.0335421	3249	0	3249	0	3249	0	3249	5.67712	3249	3.36871	3249	0	3249	0	3249	0	3249	0
XM_015823614.1	1093	0.229671	1093	1.63422	1093	1.69674	1093	2.9443	1093	3.37589	1093	6.70544	1093	3.47762	1093	6.34479	1093	2.73665	1093	2.7098	1093	2.92316	1093	0	1093	3.59302	1093	15.8917
XM_015823615.1	1305	0	1305	0	1305	0	1305	6.63504e-08	1305	0	1305	5.24163	1305	0	1305	8.64948	1305	0	1305	17.1001	1305	0	1305	0	1305	6.97299	1305	0
XM_015823616.1	1803	0.846821	1803	1.58317	1803	2.75599	1803	1.24814	1803	1.47284	1803	2.39767	1803	5.05416	1803	2.28877	1803	3.50051	1803	9.04591	1803	12.0589	1803	3.19965	1803	7.18827	1803	19.2004
XM_015823617.1	2174	0.212507	2174	0	2174	0.0522583	2174	1.41261	2174	0.120117	2174	0	2174	0.26365	2174	0	2174	20.8679	2174	0	2174	0.0684648	2174	0.964713	2174	0.629302	2174	2.12389
XM_015823618.1	1287	0	1287	0	1287	0.748496	1287	0.304119	1287	0.0716257	1287	1.86292	1287	0.0780385	1287	2.7332	1287	1.41661	1287	0	1287	0.728571	1287	0	1287	0.745575	1287	0
XM_015823619.1	1971	36.2218	1971	32.2429	1971	21.9156	1971	21.8799	1971	27.9671	1971	19.4506	1971	13.0848	1971	16.0183	1971	32.9091	1971	7.79514	1971	29.358	1971	31.2169	1971	32.0507	1971	6.68594
XM_015823620.1	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0.258947	1155	0	1155	0	1155	0	1155	0
XM_015823621.1	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0	1363	0
XM_015823622.1	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0	954	0
XM_015823623.1	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	2.80044	1155	0	1155	0	1155	0	1155	0
XM_015823624.1	843	10.2033	843	0	843	0	843	0	843	0.118358	843	0	843	0	843	0	843	0	843	0	843	63.6036	843	45.0923	843	44.8408	843	0
XM_015823625.1	1467	14.9907	1467	0.137251	1467	0	1467	0.349218	1467	0.802638	1467	0	1467	0	1467	0	1467	0.0610937	1467	4.29365	1467	2.72876	1467	0	1467	0.805012	1467	3.25797
XM_015823626.1	900	4.05581	900	0.711335	900	1.99916	900	2.17112	900	1.31052	900	0	900	11.3255	900	10.3137	900	5.92457	900	0	900	6.78124	900	5.86507	900	3.54623	900	6.78248
XM_015823627.1	4112	2.59764	4112	0.136183	4112	1.19704	4112	0.746859	4112	0.203913	4112	0	4112	0.809309	4112	0.394509	4112	0.849652	4112	0	4112	0.666072	4112	0	4112	1.28727	4112	0.664186
XM_015823628.1	753	0.361747	753	3.32704	753	1.42778	753	1.55319	753	9.13857	753	4.42221	753	9.07932	753	0.365384	753	3.75962	753	0	753	1.36348	753	0	753	0	753	0
XM_015823629.1	1155	0.430652	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	10.045	1155	7.54745	1155	3.85009	1155	7.16617	1155	1.18398
XM_015823630.1	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0
XM_015823631.1	2176	15.0199	2176	4.5827	2176	9.29273	2176	6.66086	2176	5.0399	2176	10.7169	2176	12.8622	2176	12.6457	2176	21.0851	2176	13.0078	2176	10.9436	2176	8.39856	2176	9.74457	2176	13.4381
XM_015823632.1	3487	18.0657	3487	0.620097	3487	41.1814	3487	19.1513	3487	1.6473	3487	2.57975	3487	2.02796	3487	5.8858	3487	46.7813	3487	4.0415	3487	4.40996	3487	1.09059	3487	2.92878	3487	11.0365
XM_015823633.1	1542	54.7664	1542	15.9658	1542	9.75858	1542	44.4848	1542	38.3585	1542	20.3054	1542	48.7471	1542	26.5113	1542	35.4794	1542	32.3396	1542	15.2978	1542	14.9671	1542	17.8255	1542	99.0088
XM_015823634.1	5778	2.72519	5778	0.0159665	5778	0	5778	2.64177	5778	0.028683	5778	0	5778	0.0791663	5778	0	5778	0.540866	5778	0.184776	5778	0.0987868	5778	0	5778	0	5778	1.78622
XM_015823635.1	4965	3.60144	4965	1.05701	4965	2.79985	4965	82.185	4965	5.6678	4965	6.11199	4965	6.81237	4965	11.1586	4965	24.8183	4965	18.5638	4965	6.27941	4965	2.93444	4965	4.7727	4965	9.88427
XM_015823636.1	4011	2.44366	4011	0.0232924	4011	0.0545986	4011	17.2462	4011	1.54856	4011	1.59439	4011	0.668971	4011	1.67704	4011	0.394441	4011	9.14286	4011	0.575539	4011	0	4011	1.70618	4011	7.00115
XM_015823637.1	6021	1.30789	6021	0	6021	0	6021	0.0580596	6021	0.0274932	6021	0	6021	0	6021	0.266438	6021	12.2255	6021	0.398595	6021	0.331466	6021	0.430177	6021	0.0724182	6021	0.163084
XM_015823638.1	1827	24.9482	1827	0.59187	1827	1.95819	1827	2.52847	1827	0.437501	1827	0	1827	0.053001	1827	0	1827	8.71318	1827	0	1827	0.711608	1827	1.99555	1827	0.93661	1827	5.18276
XM_015823639.1	489	4.24573	489	0	489	0	489	0.354055	489	1.47854	489	0	489	2.0667	489	1.2841	489	7.71189	489	0	489	9.57989	489	0	489	3.71564	489	4.1509
XM_015823640.1	1466	9.67352	1466	4.60142	1466	4.43804	1466	7.68872	1466	15.8797	1466	30.4504	1466	22.8733	1466	40.8651	1466	25.3733	1466	17.9687	1466	17.6453	1466	2.95294	1466	5.47823	1466	28.0759
XM_015823641.1	3380	18.3676	3380	1.19783	3380	2.31864	3380	14.1456	3380	11.2137	3380	37.3026	3380	16.8703	3380	31.1611	3380	18.7927	3380	31.3896	3380	73.7924	3380	25.2165	3380	41.2412	3380	17.5461
XM_015823642.1	1471	79.3791	1471	47.8912	1471	7.79713	1471	30.4626	1471	28.3758	1471	12.6406	1471	24.8037	1471	38.0198	1471	28.0175	1471	36.9709	1471	54.5159	1471	43.0781	1471	47.9944	1471	60.0909
XM_015823643.1	1925	98.1018	1925	19.0571	1925	34.7763	1925	65.4889	1925	41.492	1925	129.311	1925	70.6696	1925	70.3658	1925	65.5849	1925	72.2451	1925	67.4071	1925	63.721	1925	70.3018	1925	83.2437
XM_015823644.1	2295	0	2295	0	2295	0	2295	0.106574	2295	0	2295	1.1414	2295	0.704989	2295	0.727221	2295	0.037427	2295	0	2295	0.516959	2295	0	2295	1.08877	2295	0
XM_015823645.1	1570	54.5881	1570	0.127225	1570	0	1570	0.0808815	1570	0.0572227	1570	0	1570	0	1570	0	1570	0	1570	35.6971	1570	0	1570	0	1570	0	1570	1.84728
XM_015823646.1	1519	3.38738	1519	4.81798	1519	9.84678	1519	9.40119	1519	8.5499	1519	20.6397	1519	17.9696	1519	17.8609	1519	15.2776	1519	3.94502	1519	4.03975	1519	3.8545	1519	3.25303	1519	8.18545
XM_015823647.1	1606	5.18203	1606	13.0261	1606	29.5785	1606	7.25455	1606	28.0093	1606	23.3992	1606	15.9852	1606	32.8374	1606	32.4757	1606	17.5016	1606	10.9248	1606	12.7903	1606	11.9456	1606	18.5097
XM_015823648.1	1858	180.888	1858	0.158472	1858	0.186033	1858	4.76282	1858	7.3628	1858	6.78651	1858	9.67989	1858	8.60127	1858	0.0940912	1858	6.03997	1858	9.48411	1858	8.31496	1858	11.8027	1858	6.98672
XM_015823649.1	1822	5.08715	1822	26.7143	1822	0.31679	1822	37.1507	1822	27.9062	1822	141.523	1822	41.3576	1822	68.686	1822	19.8981	1822	52.1238	1822	103.578	1822	110.896	1822	91.5	1822	121.321
XM_015823650.1	1905	1.22655	1905	0.205606	1905	1.26706	1905	0.652648	1905	0.739529	1905	3.47769	1905	0.911764	1905	3.67868	1905	11.5824	1905	51.1561	1905	14.439	1905	6.34872	1905	6.40876	1905	3.94421
XM_015823651.1	930	0.0695958	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	0	930	2.13125
XM_015823652.1	2558	1.78444	2558	0.411455	2558	2.06205	2558	6.54373	2558	0.706027	2558	6.10902	2558	2.6236	2558	4.35157	2558	50.2561	2558	68.7754	2558	14.2248	2558	54.0596	2558	66.2293	2558	15.778
XM_015823653.1	1578	23.4029	1578	21.8226	1578	13.9678	1578	9.81148	1578	39.4312	1578	17.2481	1578	16.0485	1578	14.0136	1578	18.4165	1578	12.434	1578	10.6534	1578	9.72973	1578	10.8424	1578	17.5348
XM_015823654.1	4882	11.1636	4882	5.26191	4882	3.89528	4882	29.5345	4882	13.1395	4882	76.009	4882	44.0561	4882	66.8438	4882	27.3463	4882	42.3312	4882	126.674	4882	111.581	4882	118.445	4882	77.726
XM_015823655.1	1195	0	1195	12.0054	1195	2.82221	1195	4.99484	1195	0.167963	1195	0	1195	0.688399	1195	0.424523	1195	6.95808	1195	4627.04	1195	5.45086	1195	0	1195	7.77212	1195	228.175
XM_015823656.1	3397	3.63438	3397	0.415655	3397	0.682187	3397	2.70192	3397	0.771872	3397	3.21864	3397	1.45336	3397	3.50536	3397	70.9979	3397	3.59381	3397	2.77896	3397	2.4137	3397	2.02838	3397	5.52357
XM_015823657.1	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0	711	0
XM_015823658.1	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0	709	0
XM_015823659.1	2814	0.161216	2814	0.0675943	2814	0.0792677	2814	1.32764	2814	0	2814	0	2814	0	2814	0	2814	0	2814	17.5952	2814	0	2814	0	2814	0	2814	0.179445
XM_015823660.1	806	23.9509	806	5.59634	806	16.0286	806	22.1489	806	18.4355	806	18.3875	806	39.7075	806	43.3814	806	104.05	806	16.6972	806	28.0194	806	22.5308	806	32.1998	806	28.0766
XM_015823661.1	2358	107.85	2358	2.94503	2358	13.1358	2358	8.93421	2358	8.16675	2358	123.988	2358	49.369	2358	86.3201	2358	27.0856	2358	71.2521	2358	49.5386	2358	54.118	2358	48.3094	2358	58.8955
XM_015823662.1	1848	0.443808	1848	0	1848	0.311897	1848	0.134964	1848	0	1848	0	1848	0	1848	0	1848	3.83323	1848	0	1848	0.0815355	1848	0	1848	0	1848	0.843324
XM_015823663.1	3496	0	3496	0.0806641	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	0	3496	1.71536
XM_015823664.1	1233	0.299458	1233	0	1233	0.58975	1233	9.16094	1233	0.677153	1233	0	1233	0	1233	0	1233	6.09974	1233	0	1233	0.12743	1233	0	1233	0	1233	0.659556
XM_015823665.1	1243	0.494479	1243	0	1243	0	1243	0.316589	1243	0	1243	61.6768	1243	0	1243	3.0453	1243	9.36012	1243	0	1243	1.64156	1243	190.687	1243	22.4886	1243	0
XM_015823666.1	795	1.85763	795	0	795	3.49822	795	12.8593	795	0.127341	795	1.84276	795	0.273992	795	0	795	52.8132	795	8.24074	795	0.638008	795	2.54492	795	0	795	10.6563
XM_015823667.1	1540	198.436	1540	51.8664	1540	46.1153	1540	15.3734	1540	4.56059	1540	9.40176	1540	9.20109	1540	7.70432	1540	217.177	1540	3.14602	1540	337.928	1540	365.115	1540	405.387	1540	10.8071
XM_015823668.1	2034	86.7772	2034	55.4005	2034	60.6852	2034	250.403	2034	38.1095	2034	410.325	2034	87.6519	2034	210.505	2034	131.72	2034	356.216	2034	215.97	2034	290.612	2034	208.709	2034	273.717
XM_015823669.1	1243	17.2079	1243	16.8948	1243	19.8655	1243	4.43225	1243	5.14346	1243	33.4659	1243	10.9569	1243	10.9631	1243	14.9614	1243	18.5217	1243	3.28313	1243	10.6359	1243	2.90801	1243	18.7354
XM_015823670.1	1505	12.9744	1505	6.53529	1505	7.52099	1505	35.3697	1505	8.27911	1505	7.39791	1505	5.70194	1505	5.74131	1505	10.5086	1505	38.9031	1505	2.75481	1505	1.63949	1505	6.57307	1505	43.4593
XM_015823671.1	3344	8.66628	3344	0.647946	3344	3.50083	3344	10.9168	3344	3.13893	3344	15.7806	3344	7.83316	3344	13.9041	3344	8.4104	3344	14.1252	3344	3.60722	3344	4.8194	3344	4.05747	3344	11.4546
XM_015823672.1	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0	972	0
XM_015823673.1	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	0	1155	2.36796
XM_015823674.1	2451	0.42027	2451	0.174738	2451	0.254793	2451	0.17741	2451	0	2451	0	2451	0	2451	0	2451	0	2451	2.17337	2451	0.302074	2451	0	2451	0	2451	2.59583
XM_015823675.1	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	0	1470	5.4554	1470	0	1470	0	1470	0	1470	0.180589
XM_015823676.1	1083	0	1083	0	1083	0.228696	1083	0	1083	0	1083	0	1083	0	1083	0	1083	0	1083	15.2092	1083	0	1083	0	1083	0	1083	0
XM_015823677.1	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	0	1261	1.71477
XM_015823678.1	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0	1315	0
XM_015823679.1	1540	1.86181	1540	0	1540	0	1540	0.413263	1540	0	1540	0	1540	0	1540	0	1540	1.9675	1540	0	1540	0	1540	0	1540	0	1540	1.54387
XM_015823680.1	894	0	894	0	894	0	894	0	894	0	894	0	894	0	894	0	894	0.635196	894	0	894	0	894	0	894	0	894	0
XM_015823681.1	768	0	768	0	768	0	768	0.378573	768	0.399055	768	1.43984	768	0	768	0	768	2.24645	768	0	768	1.10909	768	0	768	0.683586	768	1.14996
XM_015823682.1	829	0.160268	829	0.134055	829	0.47417	829	115.262	829	29.2443	829	0	829	0	829	0.325057	829	118.385	829	42.1857	829	0	829	0	829	0	829	73.6936
XM_015823683.1	942	0.2741	942	0.229375	942	0.135082	942	1.61317	942	0.516629	942	0	942	0	942	0	942	4.99592	942	0	942	0	942	0.347249	942	0	942	2.39915
XM_015823684.1	2497	9.47575	2497	0.422194	2497	0.855397	2497	13.3819	2497	2.17343	2497	4.56891	2497	3.07071	2497	2.08963	2497	8.44624	2497	26.235	2497	2.7768	2497	1.18999	2497	1.71904	2497	8.85697
XM_015823685.1	2672	28.9575	2672	10.9265	2672	15.7882	2672	22.4479	2672	21.4702	2672	68.5719	2672	52.8934	2672	39.7877	2672	25.4523	2672	45.6756	2672	14.2992	2672	25.4846	2672	21.7259	2672	18.0044
XM_015823686.1	2778	12.7888	2778	2.12423	2778	4.7814	2778	9.63887	2778	5.48101	2778	25.5636	2778	20.6582	2778	29.3628	2778	9.43327	2778	2.75892	2778	11.3491	2778	14.9974	2778	15.2746	2778	8.09438
XM_015823687.1	1341	28.1993	1341	46.3272	1341	35.9745	1341	184.79	1341	49.3439	1341	69.6895	1341	38.2279	1341	28.1535	1341	127.085	1341	190.265	1341	56.128	1341	30.7191	1341	40.222	1341	157.026
XM_015823688.1	1821	92.3327	1821	2.10603	1821	1.01434	1821	22.9761	1821	1.45685	1821	2.37227	1821	0.159572	1821	1.33192	1821	13.2734	1821	55.5493	1821	0.248536	1821	0	1821	0.761897	1821	16.281
XM_015823689.1	7601	0.71836	7601	0.108494	7601	4.54665	7601	0.7162	7601	1.16928	7601	5.26452	7601	1.39962	7601	3.39019	7601	3.36392	7601	5.27319	7601	4.34826	7601	4.29634	7601	3.13889	7601	7.32646
XM_015823690.1	5300	26.5639	5300	4.55478	5300	25.3746	5300	49.2012	5300	7.36766	5300	14.6691	5300	9.68861	5300	11.1057	5300	44.3511	5300	67.6231	5300	10.3891	5300	10.1849	5300	11.8044	5300	88.4344
XM_015823691.1	2516	1.40762	2516	3.12188	2516	5.44817	2516	2.75123	2516	7.73379	2516	15.152	2516	10.5298	2516	19.7869	2516	44.0958	2516	20.8865	2516	51.5168	2516	37.068	2516	33.3873	2516	70.7934
XM_015823692.1	471	4.14606	471	1.72777	471	7.86286	471	1.12513	471	15.9033	471	10.6609	471	6.54025	471	13.5397	471	34.398	471	0	471	15.9915	471	12.4288	471	33.3257	471	0
XM_015823693.1	1074	0	1074	0	1074	0	1074	0.125258	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0	1074	0
XM_015823694.1	5676	10.37	5676	2.81328	5676	8.45906	5676	8.78162	5676	6.16407	5676	12.3364	5676	5.16006	5676	10.5131	5676	30.7033	5676	7.38583	5676	10.6392	5676	9.95121	5676	9.57851	5676	20.4005
XM_015823695.1	2797	0	2797	0.034015	2797	0.0797797	2797	0.344834	2797	0.397412	2797	1.3908	2797	0.30261	2797	0	2797	10.0018	2797	0	2797	0.157227	2797	0	2797	0.160477	2797	0
XM_015823696.1	4290	79.1484	4290	0.130313	4290	0.127265	4290	0.934467	4290	0.537302	4290	1.75143	4290	0.430313	4290	2.04975	4290	3.10611	4290	0.564462	4290	2.4	4290	0.812312	4290	1.74531	4290	0.809044
XM_015823697.1	1929	5.98893	1929	11.7633	1929	12.3197	1929	5.40745	1929	4.19451	1929	3.25993	1929	2.84843	1929	0.90992	1929	14.9028	1929	6.6718	1929	2.1796	1929	0	1929	0.648625	1929	4.83047
XM_015823698.1	3908	2.05433	3908	3.63773	3908	4.20757	3908	4.51366	3908	8.81581	3908	9.08961	3908	11.1149	3908	14.4961	3908	14.8458	3908	14.9169	3908	9.79296	3908	3.42882	3908	7.69008	3908	17.9499
XM_015823699.1	2779	1.27736	2779	0.500328	2779	1.67331	2779	1.26319	2779	1.98925	2779	20.7699	2779	4.50245	2779	14.591	2779	9.21606	2779	22.2528	2779	4.43761	2779	2.65811	2779	4.5769	2779	13.5581
XM_015823700.1	1089	0	1089	0	1089	0	1089	0	1089	0	1089	0	1089	0	1089	0	1089	0.697854	1089	22.3579	1089	0	1089	0	1089	0	1089	0
XM_015823701.1	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0	1016	0
XM_015823702.1	977	53.2528	977	35.0184	977	52.4806	977	40.265	977	39.3567	977	21.7574	977	33.0856	977	28.6293	977	45.5702	977	37.2276	977	25.1284	977	21.3044	977	30.4501	977	33.0407
XM_015823703.1	5437	27.8156	5437	31.27	5437	58.7274	5437	59.0578	5437	85.7558	5437	27.9404	5437	39.5844	5437	40.7391	5437	48.2052	5437	23.0571	5437	33.5054	5437	28.3333	5437	28.891	5437	42.9158
XM_015823704.1	1734	13.668	1734	20.8566	1734	9.36753	1734	22.0097	1734	15.6314	1734	5.00061	1734	6.7882	1734	10.3943	1734	17.9134	1734	6.99499	1734	6.90209	1734	3.86437	1734	2.14301	1734	4.66936
XM_015823705.1	875	13.3437	875	3.38668	875	9.46064	875	7.70761	875	11.6434	875	42.8216	875	24.8894	875	30.775	875	26.7527	875	100.528	875	96.4623	875	82.5189	875	79.0399	875	108.018
XM_015823706.1	1185	1.46307	1185	0.26251	1185	3.08748	1185	4.35084	1185	1.57544	1185	0	1185	0.856841	1185	0	1185	124.346	1185	2.72079	1185	4.93156	1185	1.33588	1185	1.02343	1185	14.4887
XM_015823707.1	4954	1.63337	4954	0.0748431	4954	0.210728	4954	0.177266	4954	0.740551	4954	2.74533	4954	0.482185	4954	3.63245	4954	8.81287	4954	0.919441	4954	2.33409	4954	0.23349	4954	0.903648	4954	2.24159
XM_015823708.1	540	6.21887	540	7.54829	540	34.3875	540	50.1045	540	12.1561	540	88.2692	540	22.0633	540	49.2918	540	86.0746	540	14.64	540	45.9749	540	173.564	540	114.329	540	77.2065
XM_015823709.1	2389	23.0385	2389	11.2674	2389	30.3541	2389	30.1585	2389	13.7817	2389	53.6097	2389	46.2897	2389	48.7773	2389	45.3149	2389	22.9849	2389	30.5878	2389	32.6692	2389	28.734	2389	57.0842
XM_015823710.1	3211	15.2156	3211	3.66134	3211	10.7144	3211	4.61544	3211	9.19356	3211	6.32702	3211	17.2903	3211	3.57166e-07	3211	210.117	3211	69.8644	3211	88.0847	3211	17.2353	3211	86.8337	3211	68.4736
XM_015823711.1	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0	3250	0
XM_015823712.1	3162	114.294	3162	6.16899	3162	19.6584	3162	1.44002	3162	2.86109e-05	3162	76.1779	3162	0.104085	3162	26.5941	3162	0.000796632	3162	2.10052e-09	3162	149.495	3162	179.78	3162	165.661	3162	55.7564
XM_015823713.1	5210	0.190555	5210	0	5210	0	5210	0.471815	5210	0.0797769	5210	1.15773	5210	0.0880422	5210	0.838884	5210	0.348336	5210	3.28698	5210	0.686593	5210	0.997742	5210	0.462083	5210	20.3375
XM_015823714.1	485	275.676	485	1.00724	485	9.75762	485	13.2652	485	42.6576	485	64.0608	485	25.3521	485	38.9701	485	93.4265	485	0	485	97.3119	485	14.1383	485	65.7878	485	32.4164
XM_015823715.1	682	4.11109	682	9.96372	682	20.4985	682	3.31544	682	91.1604	682	56.4732	682	32.1574	682	83.0695	682	41.6132	682	13.71	682	43.695	682	58.7863	682	47.9859	682	35.1099
XM_015823716.1	3761	42.468	3761	10.4121	3761	43.3869	3761	98.7932	3761	8.63883	3761	18.0616	3761	13.1697	3761	13.1063	3761	87.8024	3761	82.778	3761	50.4145	3761	41.4938	3761	58.1377	3761	57.4948
XM_015823717.1	481	0	481	0	481	0	481	0.726188	481	0	481	0	481	0	481	0	481	0.493884	481	0	481	2.04255	481	0	481	0	481	0
XM_015823718.1	767	2.65035	767	0	767	0	767	0	767	0	767	0	767	0.715754	767	0	767	4.85425	767	2.04835	767	0	767	0	767	0	767	0
XM_015823719.1	587	2.01174	587	0.629911	587	1.98841	587	0.542403	587	0.379402	587	0	587	1.81152	587	1.00237	587	2.04698	587	0	587	0	587	0	587	0	587	1.6183
XM_015823720.1	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0	2142	0
XM_015823721.1	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0	639	0.512702	639	0	639	0	639	0	639	0
XM_015823722.1	1329	332.934	1329	54.5737	1329	60.5246	1329	64.2862	1329	93.558	1329	301.822	1329	323.673	1329	288.52	1329	68.2226	1329	160.73	1329	285.816	1329	237.403	1329	245.757	1329	173.623
XM_015823723.1	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0	2186	0
XM_015823724.1	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0	996	0
