Name	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM	Length	TPM
XM_015416127.1	1291	2.53466	1291	1.0595	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0	1291	0
XM_015416128.1	1041	0	1041	0	1041	0	1041	0	1041	0	1041	0	1041	0	1041	0.587478	1041	0	1041	0	1041	0	1041	0	1041	0
XM_015416129.1	1997	0.625317	1997	0	1997	0	1997	0	1997	0	1997	0	1997	0	1997	0	1997	0	1997	0	1997	0.757075	1997	0	1997	0
XM_015416130.1	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0	1030	0
XM_015416131.1	3364	14.5377	3364	0	3364	1.87032	3364	3.39364	3364	3.02241	3364	6.57855	3364	3.32784	3364	0.327043	3364	0	3364	0.303323	3364	0	3364	0	3364	0
XM_015416132.1	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0	2600	0
XM_015416133.1	2028	15.3742	2028	5.78422	2028	7.05996	2028	7.21137	2028	4.28225	2028	0	2028	0	2028	43.888	2028	25.1591	2028	76.5126	2028	20.1076	2028	74.6071	2028	2.47744
XM_015416134.1	6131	6.16829	6131	1.61169	6131	5.71925	6131	2.18647	6131	14.4083	6131	4.04941	6131	11.1544	6131	12.047	6131	22.0934	6131	6.04704	6131	5.89406	6131	3.26988	6131	3.91204
XM_015416135.1	2240	0.828669	2240	1.15471	2240	12.6797	2240	9.61218	2240	4.62484	2240	3.84364	2240	13.608	2240	5.27632	2240	0	2240	29.7602	2240	0	2240	9.93905	2240	6.68412
XM_015416136.1	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0	2114	0
XM_015416137.1	3576	0.673427	3576	1.23168	3576	0.701677	3576	4.20192	3576	0	3576	3.08668	3576	0	3576	7.82428	3576	0	3576	2.5619	3576	0.410434	3576	1.13975	3576	4.99843
XM_015416138.1	3282	4.78879	3282	1.92495	3282	1.53557	3282	0.278613	3282	0	3282	1.12498	3282	0	3282	5.87285	3282	0	3282	3.11217	3282	0	3282	4.56966	3282	3.97474
XM_015416139.1	1945	0	1945	0	1945	0	1945	0	1945	0	1945	0	1945	0	1945	0	1945	38.2651	1945	0	1945	0	1945	0	1945	0
XM_015416140.1	1588	0.401882	1588	0	1588	0.419893	1588	3.34513	1588	0	1588	1.39179	1588	0	1588	1.8239	1588	0	1588	20.8671	1588	0	1588	12.6026	1588	86.0588
XM_015416141.1	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0	958	0
XM_015416142.1	940	4.46515	940	0	940	2.32173	940	0	940	0	940	0	940	0	940	0	940	0	940	0	940	0	940	0	940	0
XM_015416143.1	682	62.1749	682	0	682	2.28137	682	0.827876	682	0	682	0	682	0	682	1.96032	682	23.4796	682	3.56103	682	0	682	4.78914	682	0
XM_015416144.1	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0	459	0
XM_015416145.1	4062	2.08694	4062	4.31393	4062	3.68548	4062	4.01356	4062	3.31632	4062	2.83358	4062	8.20998	4062	22.8281	4062	17.6827	4062	6.2365	4062	12.5908	4062	3.99459	4062	14.3345
XM_015416146.1	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0	577	0
XM_015416147.1	957	19.3855	957	0	957	0.752968	957	0	957	0	957	0	957	11.5971	957	0	957	0	957	0	957	0	957	0	957	0
XM_015416148.1	1512	11.4584	1512	0.887003	1512	25.7243	1512	251.779	1512	770.094	1512	1126.01	1512	1460.58	1512	142.087	1512	500.647	1512	1135.58	1512	625.627	1512	994.562	1512	525.537
XM_015416149.1	4657	2.94247	4657	2.40675	4657	81.1414	4657	5.805	4657	9.72476	4657	7.82989	4657	9.77106	4657	31.1485	4657	12.4804	4657	9.74984	4657	5.93718	4657	4.33605	4657	10.3739
XM_015416150.1	692	26.8032	692	1.12021	692	5.6454	692	0	692	19.9969	692	0	692	0	692	100.073	692	0	692	0	692	12.5345	692	0	692	0
XM_015416151.1	6024	2.71415	6024	0	6024	0.919521	6024	0	6024	0	6024	0	6024	1.41963	6024	24.6712	6024	8.48142	6024	0.799649	6024	0	6024	0	6024	3.60259
XM_015416152.1	6199	2.83307	6199	0	6199	1.48811	6199	0	6199	0	6199	0	6199	0	6199	0.000666346	6199	0	6199	0.193025	6199	9.88988e-05	6199	0	6199	0
XM_015416153.1	6160	0	6160	0	6160	0	6160	0	6160	0	6160	0	6160	0.916187	6160	0.921133	6160	0	6160	0	6160	0.0905102	6160	0	6160	0
XM_015416154.1	6160	0	6160	0	6160	0	6160	0	6160	2.36628	6160	0	6160	0.916187	6160	0.921133	6160	3.34415	6160	0	6160	0.0905102	6160	0	6160	0
XM_015416155.1	6163	0	6163	0	6163	0	6163	0	6163	0	6163	0	6163	0.54609	6163	0.527246	6163	0	6163	0	6163	0.0534823	6163	0	6163	0
XM_015416156.1	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0	6060	0
XM_015416157.1	6054	0.0391449	6054	0	6054	0	6054	0	6054	0	6054	0	6054	0	6054	0.0826824	6054	0	6054	0	6054	0	6054	0	6054	0
XM_015416158.1	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0
XM_015416159.1	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0	591	0
XM_015416160.1	6027	7.90948	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	13.9555	6027	0	6027	0	6027	0	6027	0	6027	0
XM_015416161.1	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0	6027	0
XM_015416162.1	5976	0	5976	0	5976	0	5976	0	5976	0	5976	0	5976	0	5976	0	5976	0	5976	9.0778e-08	5976	1.65746e-07	5976	0	5976	6.11146e-07
XM_015416163.1	5973	0	5973	0	5973	0	5973	0	5973	0	5973	0	5973	0	5973	0	5973	0	5973	1.6004e-07	5973	2.85255e-07	5973	0	5973	1.05534e-06
XM_015416164.1	5898	0	5898	0	5898	0	5898	0	5898	0	5898	0	5898	0	5898	0	5898	0	5898	0.252284	5898	0.245281	5898	0	5898	0.987572
XM_015416165.1	5898	0.0501572	5898	0	5898	1.13898	5898	0.0758396	5898	1.53634	5898	0	5898	0	5898	4.41753e-08	5898	2.90977	5898	0.252284	5898	0.245281	5898	0	5898	0.987572
XM_015416166.1	1875	2.009	1875	0	1875	1.04869	1875	1.26665	1875	10.2423	1875	5.23063	1875	4.80054	1875	1.52132	1875	0	1875	2.24936	1875	4.04963	1875	6.01276	1875	8.08553
XM_015416167.1	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0	1581	0
XM_015416168.1	3159	3.45106	3159	0.801502	3159	1.59858	3159	1.59514	3159	2.15086	3159	2.00696	3159	6.71175	3159	2.61965	3159	0	3159	10.0397	3159	4.6689	3159	3.0263	3159	12.4091
XM_015416169.1	1782	9.62092	1782	0.809588	1782	2.28858	1782	0	1782	0	1782	0	1782	0	1782	8.64172	1782	0	1782	0.798473	1782	0	1782	0	1782	5.11225
XM_015416170.1	7209	0	7209	0	7209	0.0168165	7209	0.0279861	7209	0	7209	0.0321689	7209	0.557652	7209	0.0163877	7209	0	7209	0.154476	7209	0	7209	0	7209	0
XM_015416171.1	7201	0	7201	0	7201	0.0682507	7201	0.0956076	7201	0	7201	0.110974	7201	1.80818	7201	0.0581932	7201	0	7201	0.538839	7201	0	7201	0	7201	0
XM_015416172.1	3099	10.5642	3099	0.204459	3099	0.203905	3099	0	3099	1.09709	3099	0.341262	3099	0	3099	73.7709	3099	0	3099	0	3099	0	3099	0	3099	1.05502
XM_015416173.1	1128	0.591836	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0	1128	0
XM_015416174.1	1913	1.63798	1913	1.36945	1913	9.57538	1913	1.8806	1913	12.7593	1913	0.934726	1913	1.3423	1913	4.73178	1913	2.63027	1913	25.0589	1913	6.50799	1913	5.62187	1913	13.188
XM_015416175.1	2934	0	2934	0	2934	0	2934	0	2934	6.9685	2934	0.722744	2934	4.69174	2934	0.566198	2934	6.97125	2934	0.34986	2934	0	2934	3.26968	2934	1.11719
XM_015416176.1	2025	10.1633	2025	2.25303	2025	7.39275	2025	11.1839	2025	0	2025	2.40786	2025	10.1028	2025	8.9596	2025	19.4719	2025	6.73135	2025	2.98362	2025	0.691904	2025	1.65425
XM_015416177.1	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0	1827	0
XM_015416178.1	2413	2.04049	2413	106.892	2413	20.2185	2413	82.5798	2413	48.4604	2413	60.1598	2413	74.405	2413	146.216	2413	0	2413	54.5777	2413	128.81	2413	61.4167	2413	77.5519
XM_015416179.1	3505	1.03155	3505	0.71873	3505	6.80748	3505	1.82043	3505	0	3505	1.80097	3505	3.18869	3505	14.0993	3505	14.161	3505	6.10356	3505	0	3505	1.55169	3505	2.78384
XM_015416180.1	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0	1558	0
XM_015416181.1	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0	1525	0
XM_015416182.1	13881	0.671398	13881	0	13881	0.0873157	13881	0	13881	0	13881	0	13881	0	13881	0.114962	13881	11.7006	13881	0	13881	0	13881	0	13881	0.113772
XM_015416183.1	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0	1369	0
XM_015416184.1	2558	41.0823	2558	3.02376	2558	14.8022	2558	11.8963	2558	4.27782	2558	21.356	2558	7.22475	2558	15.3951	2558	5.45361	2558	33.4306	2558	26.1606	2558	30.5881	2558	35.5734
XM_015416185.1	10846	16.6472	10846	2.196	10846	14.7996	10846	4.48099	10846	4.57055	10846	6.61216	10846	12.9365	10846	31.2351	10846	25.9688	10846	14.3678	10846	8.84754	10846	15.1305	10846	10.6585
XM_015416186.1	4811	3.09256	4811	8.53289	4811	1.15942	4811	0.935492	4811	0	4811	0.216345	4811	2.55389	4811	32.7151	4811	11.6059	4811	5.6574	4811	1.81325	4811	3.91366	4811	21.7367
XM_015416187.1	2665	0.688368	2665	0.239806	2665	3.34955	2665	0	2665	0.642088	2665	0	2665	0	2665	3.75983	2665	5.13994	2665	1.16101	2665	0	2665	0	2665	0
XM_015416188.1	804	2690.8	804	6786.71	804	4693.11	804	5320.39	804	6830.02	804	6637.87	804	6497.36	804	2502.38	804	12.8355	804	4657.08	804	4767.64	804	5795.09	804	6513.69
XM_015416189.1	2552	156.799	2552	17.3085	2552	43.0407	2552	23.5152	2552	52.153	2552	72.5357	2552	63.381	2552	44.0489	2552	72.5338	2552	76.2604	2552	43.2442	2552	46.1523	2552	42.6068
XM_015416190.1	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0	787	0
XM_015416191.1	1334	0	1334	0	1334	0	1334	0	1334	0	1334	0	1334	0	1334	0	1334	0.124546	1334	0	1334	0	1334	0	1334	0
XM_015416192.1	1331	3.09896	1331	0	1331	0	1331	0	1331	0	1331	0	1331	0	1331	6.45587	1331	1.68036	1331	1.94568	1331	0	1331	0	1331	0
XM_015416193.1	1516	203.814	1516	24.3209	1516	68.9853	1516	23.0546	1516	39.799	1516	22.6967	1516	31.0965	1516	103.837	1516	0	1516	89.6633	1516	16.3091	1516	51.1467	1516	129.023
XM_015416194.1	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0	2112	0
XM_015416195.1	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0	2111	0
XM_015416196.1	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0	2059	0
XM_015416197.1	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0	1948	0
XM_015416198.1	723	164.209	723	213.942	723	420.308	723	89.0907	723	682.88	723	244.787	723	419.053	723	289.584	723	1304.7	723	144.171	723	406.369	723	229.409	723	239.017
XM_015416199.1	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0	876	0
XM_015416200.1	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0	873	0
XM_015416201.1	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0	922	0
XM_015416202.1	1289	0	1289	1.06137	1289	6.37497	1289	0	1289	0	1289	0	1289	0	1289	84.6623	1289	0	1289	0	1289	0	1289	1.13369	1289	0
XM_015416203.1	3735	13.8357	3735	1.51326	3735	1.34091	3735	4.01525	3735	2.26019	3735	1.96693	3735	6.30186	3735	12.6095	3735	0	3735	3.53725	3735	2.35407	3735	0.363131	3735	9.98978
XM_015416204.1	1057	0	1057	0	1057	0	1057	0.483328	1057	0	1057	0	1057	1.29281	1057	0	1057	0	1057	0	1057	0	1057	0	1057	1.69467
XM_015416205.1	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0	1216	0
XM_015416206.1	2355	1.8325	2355	3.83027	2355	4.36907	2355	4.55475	2355	13.1606	2355	6.3781	2355	4.8389	2355	468.975	2355	33.1775	2355	19.843	2355	0.635404	2355	9.42389	2355	100.704
XM_015416207.1	4056	1.3134e-06	4056	5.56339e-06	4056	3.47462e-06	4056	1.11659	4056	1.67913e-05	4056	8.6392e-06	4056	1.88818e-05	4056	5.38353	4056	6.93716e-05	4056	1.05689e-05	4056	4.3236e-05	4056	3.24342e-05	4056	7.11134e-05
XM_015416208.1	4010	1.19523	4010	4.84054	4010	8.12582	4010	0	4010	7.98154	4010	3.52422	4010	4.00595	4010	0	4010	15.6795	4010	4.80627	4010	11.3012	4010	6.40964	4010	20.176
XM_015416209.1	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0	3040	0
XM_015416210.1	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0	2928	0
XM_015416211.1	2779	0	2779	0	2779	0	2779	0	2779	0	2779	0	2779	0	2779	0	2779	0	2779	1.11102	2779	0	2779	0	2779	0
XM_015416212.1	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0	2932	0
XM_015416213.1	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0	2926	0
XM_015416214.1	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0	1910	0
XM_015416215.1	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0	3839	0
XM_015416216.1	3823	0	3823	5.08137	3823	18.7175	3823	7.15787	3823	13.7932	3823	5.39414	3823	13.2691	3823	16.3688	3823	35.7482	3823	9.14776	3823	0	3823	16.2551	3823	43.7728
XM_015416217.1	1572	0	1572	3.41318	1572	0	1572	36.2051	1572	63.8605	1572	17.8259	1572	62.2772	1572	73.6355	1572	65.0395	1572	52.1068	1572	10.3684	1572	40.1783	1572	47.5944
XM_015416218.1	3727	3.06356	3727	0	3727	10.3447	3727	0	3727	0	3727	0	3727	0	3727	0	3727	0	3727	0	3727	15.1066	3727	0	3727	0
XM_015416219.1	923	17.9942	923	23.5036	923	26.744	923	17.033	923	26.4542	923	10.9004	923	0	923	56.1541	923	0	923	8.66967	923	12.4536	923	18.272	923	5.94751
XM_015416220.1	783	24.7544	783	50.7736	783	25.0584	783	22.2249	783	22.1816	783	10.9131	783	23.8887	783	119.626	783	62.9183	783	27.0824	783	0	783	24.2483	783	26.5123
XM_015416221.1	3252	0.371937	3252	0	3252	0	3252	0.421969	3252	0	3252	0.649033	3252	0	3252	1.69416	3252	0	3252	0.942627	3252	0.452994	3252	0	3252	1.00325
XM_015416222.1	1713	0.369643	1713	0	1713	0.462102	1713	0.559377	1713	6.15482	1713	0.320404	1713	0	1713	1.3428	1713	0	1713	0	1713	0	1713	0.828819	1713	13.8098
XM_015416223.1	3746	0	3746	0	3746	0	3746	0	3746	0	3746	0	3746	0.330667	3746	0	3746	0	3746	0	3746	0	3746	0	3746	0
XM_015416224.1	10547	0.665095	10547	0	10547	0.346039	10547	0.0419084	10547	0	10547	0	10547	0.114724	10547	2.58076	10547	2.29573	10547	0	10547	0	10547	0	10547	0.901195
XM_015416225.1	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0	1122	0.538772	1122	0	1122	0	1122	0	1122	0	1122	0
XM_015416226.1	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0	1740	0
XM_015416227.1	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0	1370	0
XM_015416228.1	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0	1443	0
XM_015416229.1	1814	0	1814	0	1814	0	1814	0	1814	0	1814	0	1814	0	1814	0	1814	9.02019	1814	0	1814	2.51766	1814	0	1814	0
XM_015416230.1	1104	0.6068	1104	0	1104	15.8882	1104	14.6997	1104	19.9279	1104	17.733	1104	12.3025	1104	27.9931	1104	0	1104	15.121	1104	0	1104	12.1538	1104	64.502
XM_015416231.1	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0	654	0
XM_015416232.1	900	1.54579	900	0	900	0	900	0	900	0	900	0	900	0	900	0	900	0	900	0	900	0	900	0	900	0
XM_015416233.1	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0	1194	0
XM_015416234.1	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0	5985	0
XM_015416235.1	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0	5859	0
XM_015416236.1	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0	957	0
XM_015416237.1	4285	2.09184	4285	2.33201	4285	0.435771	4285	1.79293	4285	1.56938	4285	1.09692	4285	6.33033	4285	5.46717	4285	11.505	4285	2.59674	4285	1.70221	4285	2.83491	4285	1.88394
XM_015416238.1	2840	2.57402	2840	0	2840	0	2840	2.10922	2840	0	2840	0.560888	2840	8.3853	2840	2.92973	2840	0	2840	1.81	2840	0	2840	0.966674	2840	7.514
XM_015416239.1	5662	1.84897e-09	5662	0	5662	0	5662	2.85682e-08	5662	0	5662	0	5662	0	5662	0.67694	5662	0	5662	0.0899964	5662	0	5662	0.0177268	5662	0
XM_015416240.1	5463	1.6637e-09	5463	0	5463	3.29494e-09	5463	5.6524e-08	5463	0	5463	0	5463	0	5463	0.65917	5463	0	5463	0.0243406	5463	0	5463	0	5463	0
XM_015416241.1	2754	9.58784	2754	3.04044	2754	0	2754	1.62615	2754	24.7595	2754	10.9493	2754	72.409	2754	136.412	2754	0	2754	125.703	2754	50.0401	2754	97.6392	2754	7.06641
XM_015416242.1	5321	5.81925	5321	0	5321	1.7865	5321	0.128438	5321	2.05178	5321	0.289808	5321	0	5321	0.251492	5321	0	5321	8.788	5321	0.495093	5321	7.14308	5321	2.5186
XM_015416243.1	2556	27.2347	2556	1.97337	2556	21.4151	2556	12.479	2556	95.632	2556	15.3167	2556	14.369	2556	134.845	2556	10.741	2556	9.9596	2556	40.4032	2556	0	2556	67.0384
XM_015416244.1	5018	7.10622	5018	21.4145	5018	9.00331	5018	5.82181	5018	18.3496	5018	7.14756	5018	17.6089	5018	22.0358	5018	20.4513	5018	62.4044	5018	22.2851	5018	29.9816	5018	20.4952
XM_015416245.1	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0	3582	0
XM_015416246.1	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0	3579	0
XM_015416247.1	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0	3432	0
XM_015416248.1	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0	3417	0
XM_015416249.1	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0	1760	0
XM_015416250.1	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0	1739	0
XM_015416251.1	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0	2061	0
XM_015416252.1	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0	769	0
XM_015416253.1	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0	3022	0
XM_015416254.1	6425	2.29651	6425	3.74431	6425	4.20763	6425	0	6425	0	6425	0	6425	0.569638	6425	0	6425	0	6425	1.71379	6425	0	6425	0	6425	6.71259
XM_015416255.1	3459	3.835	3459	3.27931	3459	0	3459	0	3459	0	3459	0	3459	0	3459	0	3459	41.1116	3459	0	3459	0	3459	0	3459	0
XM_015416256.1	1749	183.611	1749	233.66	1749	304.092	1749	17.1695	1749	71.9451	1749	27.695	1749	51.6298	1749	35.3215	1749	39.8022	1749	39.7219	1749	16.8226	1749	33.915	1749	91.8429
XM_015416257.1	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0	1627	0
XM_015416258.1	1752	20.6308	1752	26.3867	1752	29.1259	1752	2.23536	1752	9.2916	1752	3.62441	1752	7.49697	1752	4.35433	1752	5.75449	1752	5.12283	1752	2.37589	1752	4.97098	1752	12.7301
XM_015416259.1	3110	7.3218e-08	3110	15.6847	3110	5.10767	3110	9.12648e-09	3110	9.83748	3110	0	3110	1.04707e-07	3110	32.8854	3110	8.75229e-07	3110	2.86275	3110	2.67336e-07	3110	3.17329e-08	3110	13.3272
XM_015416260.1	3196	0	3196	0	3196	5.89335	3196	3.22571	3196	0	3196	11.8963	3196	0	3196	7.37733	3196	0	3196	4.57644	3196	0	3196	0	3196	14.6302
XM_015416261.1	3061	18.6299	3061	0	3061	0	3061	0.671808	3061	0	3061	0	3061	3.26418	3061	0	3061	29.6425	3061	0	3061	11.0972	3061	0.893629	3061	0
XM_015416262.1	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0	3159	0
XM_015416263.1	3081	8.07027	3081	0.411433	3081	0	3081	0	3081	0	3081	0	3081	0	3081	0	3081	0	3081	0	3081	0	3081	0	3081	26.0058
XM_015416264.1	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0	6282	0
XM_015416265.1	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0	1613	0
XM_015416266.1	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0	1888	0
XM_015416267.1	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0	1392	0
XM_015416268.1	1413	3.66223	1413	0.956784	1413	2.87165	1413	1.38576	1413	0	1413	1.58222	1413	0	1413	6.22687	1413	10.141	1413	9.18046	1413	0	1413	3.07073	1413	6.11467
XM_015416269.1	3228	0.000275224	3228	6.018e-05	3228	7.31886e-05	3228	0.000177925	3228	0.000283846	3228	9.88086e-05	3228	0.000480108	3228	0.000604028	3228	0	3228	0.000564047	3228	0.000439332	3228	0.00110908	3228	0.00120061
XM_015416270.1	2551	1.44223	2551	23.3629	2551	11.0294	2551	41.0926	2551	37.6431	2551	48.3523	2551	77.0759	2551	20.3462	2551	1.79386	2551	84.2892	2551	15.7685	2551	38.4241	2551	36.2384
XM_015416271.1	4362	0	4362	0	4362	0	4362	0	4362	0	4362	0	4362	0	4362	0	4362	31.3203	4362	0	4362	0	4362	0	4362	26.6347
XM_015416272.1	9957	0	9957	0	9957	0.122294	9957	0	9957	1.16284	9957	0	9957	0	9957	0.107292	9957	0	9957	0	9957	0	9957	0	9957	0
XM_015416273.1	1986	2.51629	1986	0	1986	0	1986	0	1986	0	1986	0	1986	0	1986	0	1986	0	1986	0.528684	1986	0	1986	0	1986	0
XM_015416274.1	2533	0	2533	1.26557	2533	0.252571	2533	0.366406	2533	0	2533	0	2533	0.497782	2533	5.51063	2533	0	2533	0	2533	0	2533	0	2533	0
XM_015416275.1	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0	1631	0
XM_015416276.1	2053	6.24471	2053	5.2838	2053	16.7959	2053	6.23889	2053	63.2711	2053	24.417	2053	37.9439	2053	76.1931	2053	116.432	2053	44.982	2053	26.4396	2053	27.8082	2053	62.8434
XM_015416277.1	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0	4292	0
XM_015416278.1	4177	6.87364	4177	5.83689	4177	4.47492	4177	7.90585	4177	18.5283	4177	6.75731	4177	3.84055	4177	12.2716	4177	0	4177	7.27107	4177	0	4177	5.17454	4177	13.9267
XM_015416279.1	2378	2.07262	2378	5.68597	2378	10.2689	2378	2.93974	2378	0	2378	3.38182	2378	0	2378	17.6794	2378	0	2378	8.29237	2378	2.51564	2378	1.74885	2378	163.099
XM_015416280.1	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0	1400	0
XM_015416281.1	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0	1319	0
XM_015416282.1	1293	5.56645	1293	21.6816	1293	30.174	1293	18.3842	1293	18.1102	1293	23.5715	1293	60.7598	1293	34.8474	1293	136.072	1293	51.4879	1293	21.8581	1293	53.099	1293	72.8765
XM_015416283.1	545	0	545	0	545	0	545	2.23854	545	0	545	0	545	0	545	0	545	0	545	0	545	0	545	0	545	0
XM_015416284.1	1612	1.58105	1612	1.23921	1612	1.23884	1612	0.29909	1612	5.47622	1612	1.36919	1612	5.6541	1612	2.8705	1612	0	1612	0	1612	0	1612	0	1612	0
XM_015416285.1	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0	2808	0
