GeneName	ALA_eye_FPKM	ALA_vno_FPKM	ALA_tailA2_FPKM	ALAjuv_tailA2_FPKM	ALAjuv_tailB5_FPKM	ALAjuv_body_FPKM	ATEN_tailA2_FPKM	ATEN_tailB5_FPKM	ATEN_body_FPKM	NSC_vno_FPKM	BRH_vno_FPKM	HMAJ_heart_FPKM	HMAJ_testis_FPKM
Ank2	57.09	6.71	0.21	2.64	3.16	0.33	1.36	0.16	0.71	6.6	12.05	10.64	3.51
Camk2d	6.84	0.27	0.97	0.96	0	0.43	1.46	1.02	1.39	5.39	3.68	0.68	6.07
PLCD1	20.05	7.7	1.65	12.27	7.58	7.71	12.36	5.62	7.37	18.18	7.13	8.09	0.52
MCOLN1	24.37	1.92	3.1	28.22	26.43	3.19	32.25	11.18	13.74	9.28	17.13	4.1	1.32
L345_03441	0	2.44	0	0	0	0	0	0	0	0	0	0	759.01
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW11	18.17	2.03	5.69	17.97	2.91	9.54	1.88	7.1	11.05	14.95	11.58	3.45	1.64
L345_03449	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03448	0	0	0	0	0	0	0	0	0	0	0	0	0
ETF1	161.58	74.36	287.73	216.39	140.09	188.84	365.05	175.66	241.02	160	183.54	75.88	298.88
ETF1	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03451	0.43	0	0	0	0	0	0	0	0	0	0	0	0
HSPA9	508.2	163.29	728.69	198.21	191.61	245.54	650.46	666.7	537.57	307.44	336.21	394.85	138.02
NMT1	38.38	14.15	45.13	73.53	74.28	72.76	54.22	68.91	85.27	35.36	121.74	98.66	8.56
L345_03444	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP27A1	20.98	10.02	37.12	60.18	47.17	48.64	6.86	18.78	51.73	42.95	0	2.31	0
Racgap1	2.78	1.93	5.71	17.24	4.01	24.39	3.87	15.44	27.49	0	0	0	0
RACGAP1	7.98	15.95	13.88	7.81	41.88	43.51	0	35.74	76.34	12.85	0	0	0
Ttll4	10.21	5.08	3.2	4.17	2.58	6.76	10.75	4.49	8.56	19.59	66	1.38	31.23
Zfand2b	33.32	45.71	32.44	27.96	2.29	32.63	0	20.89	24.55	22.1	13.61	11.7	58.85
L345_03453	2.85	1.05	0	0	0	0	0	0	0	1.55	0	0.45	4.32
ATG9A	25.53	8.91	8.75	20.74	12.32	21.41	14.63	18.03	23.96	30.11	32.05	9.5	37.85
ANKZF1	20.86	1.33	6.52	8.26	9.78	3.44	8.11	3.21	22.12	6.92	0	1.82	5.84
Glb1l	66.36	48.21	39.16	28.81	34.21	21.08	22.31	32.54	39.37	10.62	87.54	31.96	103.39
dcakd	24.04	14.45	10.35	24.21	2.03	5.36	6.49	1.81	5.79	7.8	28.91	12.32	1.1
STK16	17.96	22.95	5.14	7.11	7.02	12.51	8.5	5.72	5.46	5.84	18.32	9.77	38.57
tuba	128.65	140.67	127.97	309.92	151.16	383.06	603	1152.45	734.42	680.7	532.91	90.06	12.71
TUBA1A	54.53	344.29	68.15	78.65	48.2	74.69	103.57	285.26	100.4	1053.45	6086.7	83.71	14.55
L345_03461	0	0	0	0	0	0	0	0	0	0	0	0	19.18
Dnajb6	53.4	18.17	12.11	19.43	36.89	30.1	39.1	23.14	37.41	22.11	16.43	11.2	697.56
PTPRN	185.69	2.32	1.37	2.71	5.1	1	8.23	2.34	1.09	57.39	26.14	5.11	7.81
DNPEP	241.58	227.99	174.42	128.41	105.84	141.98	203.67	222.96	247.23	195.62	152.52	363.79	33.22
L345_03468	6.7	0	0	0	0	0	0	0	0	16.85	0	5.54	0
Camkv	81.58	0.84	0	4.3	0	5.01	0	1.16	0	0	0	1.07	4.02
Rhoa	194.98	398.53	144.2	127.21	122.86	121.69	241.61	129.03	146.86	231.9	602.03	73.7	102.94
C1QL1	11.1	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H13	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpx1	93	322.45	27.97	27.59	21.65	22.48	10.03	14.03	9.88	236.07	41.41	41.07	14.18
USP4	42.49	36.8	28.02	41.59	46.51	31.45	50.72	24.02	24.67	35.31	71.14	12.46	60.72
L345_03470	0.51	3.24	0.7	0	0	0	0	0	0	0	0	1.85	995.95
TMEM111	241.39	571.56	219.03	95.95	110.51	121.9	72.03	102.46	96.91	124.56	57.91	127.86	129.42
FANCD2	3.13	1.15	1.57	0.44	0	0.62	8.59	8.83	12.15	5.19	0	0	3.93
CPLX1	19.36	0	0	0	0	0	0	0	0	0	0	0	0
Cplx1	21.11	0	0	1.68	0	0	0	0	0	0	0	0	0
L345_03479	0.64	0.75	0.12	0.58	0	0.08	0	0	0	0	0	0.16	0.06
B3GAT2	93.88	4.41	0	0	0	0	0	0	0	0	30.08	0	10.59
KIF18B	10.74	2.22	5.01	2.84	0	1.92	18.86	7.73	12.89	3.56	0	0.38	35.15
SMAP1	75.14	46.34	25.58	292.91	72.35	158.98	71.65	54.07	52.6	154.11	51.82	10.95	22.92
L345_03481	114.47	189.86	184.13	74.14	0	66.34	45.76	90.84	120.24	60.95	0	88.96	82.03
L345_03482	24.74	9.56	28.2	53.72	68.09	58.02	35.11	20.43	38.85	18.17	46.4	12	34.45
HSF2	54.81	36.08	20.25	13.83	11.66	19.86	34.5	17.56	38.12	36.88	34.99	25.94	84.27
SERINC1	800.59	52.59	51.09	81.81	43	45.92	74.02	23.94	37.79	168.98	50.54	75.66	3.84
L345_03486	1.16	2.55	0.05	0.5	0.77	0.58	1.09	0.19	0.39	1.63	0	0.38	0.21
FABP7	98.15	8.46	0	0.72	0	0	0	0	0	12.15	79.16	6.18	593.95
L345_03489	5.33	0.63	0.2	0.19	0	0	0	0	0	12.03	0	2.41	1205.07
CLVS2	4.75	2.72	0	0	0	0	0	0	0	0	0	0	0
RICTOR	5.2	1.34	1.46	3.34	0.55	2.77	3.17	0.67	6.01	5.49	5.53	0.53	1.2
Gfap	716.59	19.22	0	0.81	0	0	0	0.2	0	108.3	0	0	0.31
FYB	2.93	0.26	0.5	1.42	0	0	1.32	0	0	13.99	0	1.55	0
C6	0.08	1.02	0.44	0	0	0	0	0	0	47.58	40.06	0	0.23
L345_03493	0.83	0	0	0.89	0	0.63	0	0	0	0	0	0	0.25
Hivep2	21.8	1.98	6.19	30.8	15.04	26.86	13.61	6.71	13.15	15.04	11.88	4.75	0.53
GPR126	0.95	2.44	8.18	34	11.64	23.72	9.87	5.57	15.19	2.68	0.91	0.92	0.2
VTA1	100.61	66.07	73.65	116.67	129.65	138.85	272.79	123.76	147.67	185.4	63.61	57.06	34.62
NMBR	0	0	1.14	4.98	0	0	0	0	0	0	0	0	0
SLC35B3	30.34	33.48	11.14	6.82	0.98	7.4	18.9	5.37	13.58	55.64	10.49	9.61	24.46
EEF1E1	87.36	91.67	97.2	30.78	82.93	37.75	192.37	79.43	73.52	65.55	32.1	42.86	36.93
MUTED	34.12	1.43	16.64	14.77	13.86	21.95	30.83	18.13	31.03	24.28	0	0	123.45
Cacng4	7.23	0	0	0	0	0	0	0	0	0	0	0	0.52
FAM187A	7.87	2.85	1.84	0	0	0	0	0	0.87	0	0	0.4	90.37
Txndc5	29.77	313.44	42.98	16.15	20.45	7.34	33.47	22.85	23.4	119.92	29.51	14.32	27.6
Bmp6	15.24	26.32	5.27	1.6	7.97	7.54	0	0	0	29.84	54.09	10.07	6.84
Naa10	363.44	893.8	758.79	162.47	86.48	202.12	227.43	409.43	265.91	383.87	423.84	371.24	302.68
NUDT16	21.98	6.9	3.71	4.01	0	7.54	0	2.55	5.07	4.4	0	8.84	3.15
ARHGAP4	37.74	17.96	4.94	7.13	5.98	9.19	10.1	5.43	4.91	4.2	9.32	5.2	1.19
Cav3	0.4	0	0	1.99	0	0	0	0	0	0	0	19.62	1.21
CAV2	0	0	0	0	6.1	0	10.31	0	0	0	0	0	0
AVPR2	0.42	4.57	0	0	0	0	0	0	0	0	0	1.46	5.86
L1CAM	43.43	25.46	0.49	2.71	1.17	1.32	0.65	0.3	2.74	19.22	20.79	2.48	0.52
PDZD4	36.05	0	0	0	0	0	0	0	0	0.51	8.79	0	48.6
Ccdc103	16.58	4.61	4.17	1.09	0	0.77	2.96	1.24	0	23.18	104.36	13.39	49.28
Ssr4	393.26	1363.15	1239.79	140.55	144.95	151.18	274.7	317.72	414.51	348.85	467.15	366.16	1557.06
FLNA	46.63	40.8	32.16	81.34	17.77	31.36	14.95	41.22	38.59	126.95	149.23	36.73	24.53
Haus7	70.56	46.31	14.34	1.63	16.23	1.54	0	7.47	4.97	5.37	13.78	9.49	36.78
GRM4	5.17	0	0.58	0.18	0	0	0	0	0	0	0	0	2.05
Grm4	3.64	0	0.92	0	0	0	0	0	0	0	0	0	1.96
RBL1	5.54	1.87	1.2	1.14	2.02	3.09	4.35	2.85	7.18	1.02	3.21	0.29	14.08
CHD6	20.65	11.45	4.02	7.43	2.71	5.9	14.37	10.46	14.3	20.97	24.42	3.58	10
RALGAPB	11.47	2.39	6.62	10.69	8.24	5.6	19.24	2.29	4.96	11.31	2.27	0.61	5.73
hdac9	9.63	0	0	0	5.39	0	0	0	0	2.4	1.07	4.11	0.47
HDAC9	0.71	0	0	0	0	0	0	0	0	0	0	0	0
EFTUD2	62.49	28.54	20.85	27.7	22	29.46	115.67	80.31	91.04	26.56	67.92	30.74	28.57
Hdac5	0.78	0	0	0	0	0	0	0	0	0	0	0	2.34
TWIST1	1.9	0.99	0	2.91	0	2.47	0	0	0	0	0	0	119.16
NFATC1	1.73	7.06	12.91	85.3	35.74	77.17	71.41	21.66	58.83	15.07	42.02	17.71	14.23
CTDP1	28.19	10.08	9.8	38.35	36.01	44.73	75.82	34.84	49.87	34.59	69.06	12.96	33.36
PARD6B	20.31	3.5	3.01	20.92	8.22	14.29	12.48	0.53	3.2	26.93	60.49	1.49	0
BCAS4	40.97	71.85	5.83	1.6	0	11.21	0	4.88	0	0	0	2.57	4.11
ADNP	59.55	18.92	22.29	34.96	31.36	33.64	91.44	33.06	58.26	41.94	55.97	21.43	16.93
DPM1	93.42	19.03	28.18	18.9	9.68	8.27	37.07	36.74	44.53	65.35	0	23.9	178.6
Mocs3	12.54	10.78	6.58	7.13	5.82	5.28	20.57	5.43	4.67	15.62	0	7.25	11.26
Kcng1	1.49	0.37	6.26	6.77	0	4.79	0	3.44	7.96	0.74	0	0.32	3.84
GJC1	26.87	8.11	2.94	6.39	1.31	0.86	10.91	7.65	4.19	3.5	0	9.5	20.47
mboat7	40.35	9.29	13.12	46.34	39.57	35.75	54.03	32.66	62.73	23.88	10.27	16.84	4.92
mboat7	9.33	0	3.51	3.55	2.94	1.93	6.05	2.71	10.04	4.49	5.6	5.42	0.31
TMC7	4.33	12.35	2.61	3.65	1.02	1.5	3.28	7.35	1.81	35.75	52.71	2.63	41.84
Cnot3	48.66	29.89	15.56	84.96	99.83	85.84	168.73	110.77	131.14	108.7	162.42	23.23	113.81
PRPF31	14.98	1.98	2.88	3.78	2.77	5	9.19	5.14	6.4	6.93	10.01	3.33	2.33
Ndufa3	10.83	1.01	0.65	0.74	0	1.95	0	1.82	5.98	0	0	0	0
TFPT	20.35	11.32	6.7	10.94	9.44	9.91	18.11	7.16	12.11	12.75	89.74	16.11	38.12
IGSF1	0.17	2.04	0	0	0	0	0	0	0	0	0	0	25.18
L345_03536	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM83E	2.24	3.86	0.7	1.36	0	0.37	0.21	0.37	2.38	3.09	0	1.29	22.14
GRN	33.61	6.4	4.67	14.09	10.68	13.35	2.2	10.03	10.54	16.26	3.16	11.01	6.08
GRHL1	1.22	12.11	9.22	45.49	16.26	37.74	47.24	17.57	26.71	119.15	0	0	0
TAF1B	19.87	13.41	7.24	4.16	7.55	0.62	4.25	5.34	9.07	15.84	74.2	12.97	35.48
L345_03550	0.48	0	0	0	0	0	0	2.73	12.53	0	0	0	0
L345_03545	0	0	0	0	0	0	0	0	0	0	0	0	0
YWHAQ	1438.61	3803.73	2965.63	1563.2	1370.1	1796.11	1787.32	2469.64	2030.47	984.99	2483.06	772.77	337.11
ADAM17	20.33	7.43	12.21	15.57	8.4	10.8	0.43	6.64	14.82	25.08	23.23	3.27	1.75
IAH1	70.32	179.54	48.9	7.28	9.03	11.98	0	45.76	52.56	55.85	42.89	78.86	176.96
ASAP2	65.53	76.78	85.44	38.15	49.12	45.37	98.5	58.06	71.83	43.49	100.33	26.46	147.61
ITGB1BP1	75.2	252.82	81.27	12.34	20.92	37.25	29.16	36.29	42.84	6.99	47.6	103.84	168.67
L345_00354	15.46	1.77	0	3.65	4.08	2.29	7.52	1.13	4.56	9.09	8.34	0.57	1.82
SLC16A7	0.89	1.79	14.68	39.01	79.23	75.72	47.62	16.8	47.79	7.07	4.13	0	0.31
SLC16A1	0	0	0	0	0	0	0	0	0	0	28.94	0	0
KBTBD8	9.61	0.98	6.29	4.74	0.43	7.82	0	3.76	11.2	4.86	0	3.05	3.79
FAM19A2	74.24	0	0	1.33	0	0	0	0	0	0	0	35.27	3.32
OLFML3	215.51	163.4	43.44	95.14	24.78	64.15	12.97	25.77	17.7	87.73	348.01	48.27	8.61
Ppm1j	22.1	2.66	0.68	1.59	0	0	0.88	0	0	2.62	24.4	2.72	1.09
RHOC	3.77	26.22	0.9	0.66	0	0.47	0	0.25	0.28	7.56	8.08	2.46	0.67
MOV10	28.17	15.74	11.41	2.43	0	0.14	0	0.08	0.31	30.9	38.06	25.94	86.47
Capza1	91.68	52.19	19	21.37	3.18	30.16	40.72	36.72	22.71	57.17	133.57	25.86	28.24
WDPCP	6.15	8.52	0.81	0.19	0	0.27	3.72	2.04	0.29	4.4	17.68	8.33	27.21
Itga8	0	0	0	0	0	0	0	0	0	0	0	0	2.17
MDH1	1418.09	777.62	1406.61	395.23	997.97	497.94	2755.23	1016.08	1094.17	443.75	566.16	7073.47	73.1
Ugp2	283.67	311.44	38.05	87.41	95.85	56.61	45.7	31.71	34.72	143.6	119.22	167.58	13.48
VPS54	25.22	9.36	13.25	17.12	3.21	14.07	27.7	13.04	7.19	29.07	21.76	18.8	12.42
PELI1	35.87	24.81	8.97	91.73	7.09	20.96	23.97	10.5	20.18	21.63	19	30.97	4.42
L345_03565	0	0	0	0	0	0	0	0	0	0	0	0	0
PHF3	2.12	4.81	0.95	1.34	0	1.27	5.58	0	0.69	0	0	19.24	57.02
PTP4A2	216.61	414.74	177.76	251.36	421.75	185.47	359.1	329.11	312.73	529.49	509.1	1315.72	135.17
KHDRBS1	258.94	484.9	132.13	122.66	115.28	147.03	549.82	329.4	386.07	281.26	550.37	133.57	108.94
tmem39b	24.03	25.4	29.79	15.36	4.53	12.21	14.01	20.84	42.92	24.2	61.56	13.63	42.14
TOM1L1	8.78	27.57	26.8	102.43	28.16	41.7	20.48	29.19	24.66	49.5	138.53	2.11	18.11
ITGA8	0	0	0	0	0	0	0	0	0	0	0	0	0
Cox11	92.32	64.35	86	23.25	0	23.65	76.6	60.54	12.34	110.17	35.58	43.94	24.55
Stxbp4	45.54	9.77	5.56	4.31	1.95	4.49	0	4.67	1.39	7.46	0	10.24	2.31
HLF	15.35	2.1	4.07	53.63	7.3	36	15.36	6.22	45.5	24.92	0	5.39	0
HLF	14.59	6.62	4.29	3.66	20.36	0	0	0	0	18.07	0	9.46	0
RFT1	25.23	12.74	9.8	9.63	10.6	1.51	13.06	9.13	2.95	8.79	8.78	1.81	1.69
LRP8	72.22	7.87	0	0.29	0	0.82	1.21	0.44	0.67	3.1	15.69	0.2	1.96
MAGOHB	102.62	201.74	114.97	18.43	1.75	38.18	97.78	55.84	63.14	46.44	156.33	97.47	72.59
CPT2	21.48	5.83	17.18	37.55	31.66	42.62	26.34	18.97	42.78	35.12	8.59	7.57	0.42
F13B	0.85	3.1	5.62	0.17	0	0	0	0	0	0	0	0.24	0.19
ASPM	1.36	0	10.32	0.94	2.04	0.89	6.56	4.91	5.79	2.32	0	1.54	0.88
ITGA2B	0.05	0	0.14	2.22	0	0.18	0	0	1.8	0	0	1.82	2.05
Zbtb41	11.57	7.55	10.41	14.98	16.74	13.02	42.84	17.01	28.66	17.27	33.15	8.27	13.29
L345_03580	2.8	0	0	0	0	0	0	0	0	0	0	0	0
L345_03583	0.39	0	0	0	0	8.16	0	0	0	0	0	0	299.8
TTC7A	10.16	33.08	14.37	16.57	16.61	12.32	23.27	15.42	10.53	16.77	67.97	2.11	6.98
LGALSL	73.79	7.8	25.21	105.84	24.35	75.08	4.76	22.36	10.74	19.01	35.52	8	7.48
CENPA	0	0	0	0	0	0	0	0	0	0	0	0	0
Kndc1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kndc1	0.23	0.23	0	0.07	0.45	0	0	0	0.32	1.95	12.24	0	0.16
CIR1	14.04	9.02	11.15	20.06	61.92	30.22	23.2	13.92	47.59	82.78	0	11.54	48.38
SCRN3	52.08	22.51	25.7	5.83	0	9.11	12.7	10.05	14.56	5.55	76.86	13.51	5.6
Itga2b	0.41	1.69	0	0	0	0	0	0	3.03	0	0	0	0
GJA1	36.95	0.84	18.81	82.47	48.47	63.07	136.95	21.9	41.31	11.07	13.4	0.22	0.31
L345_03595	0	0	0	0	0	0	0	0	0	0	0	0	0
bromi	14.87	6.51	6.52	22.29	7.27	8.89	1.24	5.12	10.2	6.97	20.98	6.03	50
Gars	2.85	0	0	17.19	10.45	24.86	215.23	20.09	121.56	15.29	38.07	0.85	7.4
GARS	3.22	0	0	0	0	0	0	0.51	0	0	0	0	0
PRR16	18.59	0	1.7	2.07	4.42	0	4.24	0.39	0	3.4	36.74	0	15.65
MCPH1	0.06	0	0.8	0.61	0	0	0	1.73	3.72	0	0	0	4.43
ANGPT2	20.18	0.72	0.46	2.39	0	3.08	3.62	0.83	0	1.79	17.86	7.36	0.25
CCNG2	162.17	19.86	23.47	80.83	16.04	56.27	18.41	12.01	56.59	34.99	80.33	26.53	24.93
CCNI	394.01	276.66	327.74	834.44	335.1	526.01	85.8	347.11	329.64	395.55	173.61	508.24	58.54
CCDC88A	21.57	1.9	1.22	0.56	0	2.36	0	0	0	0	0	10.53	19.5
GPATCH8	23.53	3.25	2.24	26.78	20.22	28.45	49.77	14.68	41.75	17.28	25.82	6.75	3.7
L345_03604	0	0	0	0	0	0	0	0	0	0	0	0	0
Srst	0	0	0	0	0	0	0	0	0	0	0	0	0
Sep-11	52.52	0	0	118.94	0	306.07	186.55	91.22	97.21	42.02	0	47.64	0
Sep-11	20.03	1.34	3.17	6.73	0	7.23	3.72	3.48	5.77	3.98	0	3.05	0.92
MDN1	2.49	0.72	1.56	1.25	0	0.63	1.68	0.68	5.54	2.48	6.2	0.47	0.23
Casp8ap2	8.34	1.85	6.96	8.05	3.56	4.98	21.25	5.65	19.97	9.31	14.64	2.12	3.86
GJA10	6.18	0.33	0	0	0	0	0	0	0	0	0	0	0.68
BACH2	0.28	0.17	0.19	0.79	0	0.15	0.29	0.32	0.49	0.56	0	0.07	0.26
Map3k7	45.54	6.49	38.88	48.82	35.83	44.61	70.49	63.14	63.61	46.15	125.02	20.67	3.09
NR3C1	17.93	3.46	7.13	8.28	1.21	4.37	0	3.64	3.88	6.23	22.4	5.11	33.31
GPATCH8	6.99	0	0	0	0	0	0	0	20.67	0	0	0	0
ARHGAP26	7.28	4.44	0.75	2.13	5.52	2.01	1.98	0.97	0.87	14.01	0	8.35	2.24
VAV3	4.16	1.04	20.85	10.95	3.02	5.95	13.13	9.79	24.25	7.53	2.62	0.36	2.14
L345_03615	0	0	0	0	0	0	0	0	0	0	0	0	0
PXR1	0	0	0	0	0	0	0	0	0	0	0	0	0
NTNG1	46.51	1.15	0	1.34	0	0	0	0	0	0	0	0.98	0
L345_03618	49.44	24.16	39.47	20.22	34.63	16.07	49.49	55.06	0	23.74	54	26.09	0
L345_03617	26.17	12.86	24.1	17.84	15.73	56.54	62.09	31.7	13.51	20.77	0	7.7	6.17
L345_03616	21.59	5.16	11.98	7.84	0	12.76	0	9.65	0	11.9	0	7.93	1.41
COL11A1	2.12	4.73	0	0.07	0	0.19	0	0	0	0	5.21	0.09	15.86
L345_03620	11.92	4.29	21.26	74.67	36.37	40.43	13.21	3.13	8.69	0	0	7.34	2.94
Otx2	142.78	0	0	0	0	0	0	0	0	16.7	17.97	0	0
BCHE	0.25	0.37	0.24	7.67	1.15	1.54	0.43	0.76	0	875.7	50.82	0.71	0.74
Rpp21	14.53	19.01	9.22	44.22	13.3	30.47	33.76	35.06	25.89	38.57	0	17.62	8.68
Ppp1r18	1.5	0.76	0.29	0.94	0.85	0.42	1.14	0.58	0.91	1.27	0	0.29	0.15
DHX16	34.91	31.25	16.74	21.04	17.61	14.75	27.35	32.13	28.22	37.44	112.17	25.6	39.3
L345_03629	82.55	119.77	40.53	25.68	44.76	30.33	71.71	52.46	23.11	62.54	27.8	124.37	393.34
ATAT1	15.72	5.09	5.75	3.42	8.13	4.29	0	7.81	11.02	14.35	23.22	7.6	58.41
MRPS18B	73.16	119.22	83.19	39.23	33.88	27.27	34.03	119.11	69.19	83.17	34.5	203.54	72.35
PPP1R10	47.06	7.79	11.13	85.15	34.84	42.56	41.64	51.89	37.07	67.4	24.38	27.99	22.16
ABCF1	270.8	225.75	282.39	381.22	287.08	319.42	527.33	677.58	572.39	244.99	163.25	389.77	126.45
GNL1	65.51	26.73	15.4	21.69	11.05	17.89	21.85	40.33	45.09	25.26	28.1	77.4	89.54
Exoc5	111.61	139.27	110.83	67.84	61.03	56.43	147.81	129.23	114.55	85.5	259.23	84.25	153.36
NRM	1.36	0.95	6.74	21.73	14.24	20.44	0	9.34	9.33	8.24	5.64	1.62	14.3
2C	0	0.99	2.55	313.42	154.06	360.4	0	2.21	0	0	0	0	12.86
GRK5	4.35	1.43	0.46	0	0	0	0	0	1.3	2.8	0	0	0.98
PRDX3	244.98	333.6	553.73	183.59	181.8	253.94	134.73	250.17	218.65	191.36	397.67	773.11	32.01
Sfxn4	54.63	51.34	29.04	3.27	0	7.92	3.84	24.92	15.68	14.6	35.6	35.71	3.24
FAM45A	55.5	35.58	48.44	19.91	5.89	12.13	36.87	23.27	37.25	10.72	0	23.97	109.97
eif3a	82.13	114.34	63.68	76.51	72.06	74.2	255.03	105.48	153.74	95.42	87.11	44.46	31.39
NANOS1	56.39	3.68	0.47	6.11	3.73	13.56	0	0	0	15.77	0	3.76	0.5
Grid2	1.32	0	0	0.64	0	0	0	0	0	0	0	0	1.1
GRID2	2.69	0	0	0.66	0	0	0	0	0	0	0	0	0.78
MUDENG	69.32	66.34	68.56	49.2	35.05	32.68	20.07	40.84	21.87	44.54	133	48.59	101.92
MATN1	0.1	0	0	0	0	0	0	0	0	0	21.21	0	0
PAX3	0.18	0	0	0	0	0.63	0	0	0	52.74	56.64	0	12.87
pax3-b	0	0	0	0	0	0	0	0	0	0	0	0	0
L345_03645	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc4a3	0.64	1.3	0.42	0	0	0	0	0.59	0	0	0	0	27.21
L345_03647	0.78	17.27	0	12.7	20.52	13.74	0	0.74	0	138.13	48.6	0	5.92
MTUS2	2.26	0.78	0	0	0	0	0	0	0	0.78	0	0	0.27
L345_03651	0	0	0	0	0	0	0	0	0	0	0	0	0
MTUS2	62.5	3.35	0	0.33	0	0	0	0	0	0.55	0	0	4.2
NAA30	47.43	12.24	32.34	36.12	19.15	26.98	56.32	31.19	54.15	45.13	29.96	10.43	99.64
SLC7A1	1.4	1.96	1.8	1.36	0	0.72	0.47	1.29	3.91	2.51	0	0.95	2.3
CPLX2	35.97	1.08	1.39	3.14	0	2.66	6.81	4.3	3.81	1.03	50.67	4.59	0
Thoc3	45.31	24.77	22.36	10.35	7.13	24.03	76.25	39.14	33.32	32.19	90.45	20.07	9.33
L345_03654	14.92	23.36	11.28	14.52	16.39	18.4	14.56	22.76	16.32	24.41	30.38	13.5	41.49
L345_03659	444.08	149.52	108.25	110.31	85.47	119.98	69.5	96.5	103.44	344.7	623.99	97.53	63.67
ARL10	11.38	7.05	12.63	21.8	15.85	22.27	0	6.01	21.93	2.29	0	3.34	5.37
Nop16	57.05	89.54	255.8	70.61	43.57	34.01	140.47	176.01	123.23	93.77	522.74	77.31	26.93
NOP16	0.2	0	0	0	0	0	0	0	0	0	0	0	0
Higd2a	40.1	38.07	70.52	42.64	37.72	54.29	94.51	136.77	98.01	61.5	52.22	66.87	5.1
Cltb	233.29	78.24	138.36	405.1	237.39	456.17	316.57	111.61	148.17	166.49	239.58	178.57	1414.29
L345_00370	0	0	0	0	0	0	0	0	0	0	0	0	0
FAF2	43.11	24.16	11.67	49.39	68.75	47.06	51.78	38.8	43.79	34.59	103.83	12.87	27.17
RNF38	11.71	1.91	4.63	26.46	8.03	24.41	35.76	14.68	51.07	29.78	14.71	2.04	36.36
Slc4a10	74.45	2.91	0	0	0	0	0	0	0	0.31	0	0	0
DPP4	2.67	10.13	6.52	8.21	1.58	11.63	5.72	9.16	10.59	46.75	16.6	2.67	3.14
GCG	22.58	0	0.77	0	0	0	0	0	0	0	0	0	1.64
FAP	2.14	3.1	2.66	2.51	0	1.78	2.62	1.44	0	1.29	21.01	4.18	13.44
Ifih1	30.63	4.64	9.3	4.93	3.86	1.49	3.81	4.24	4.52	10.69	3.25	5.42	0.71
Gca	231.41	255.25	123.41	72.99	61.85	69.43	43.85	93.68	58.14	171.59	153.79	159.8	57.11
RNGTT	17.21	14.01	8.02	12.83	18.31	21.1	41.42	22.28	25.77	13.64	10.66	3.98	10.66
L345_03671	32.08	327.78	34.17	14.36	0	8.65	0	10.16	0	30.36	0	17.15	53.66
Slc35f4	20.43	2.49	0	0.72	0	0	0	0	0	0	0	1.06	12.79
PNRC1	42.16	157.87	126.27	142.06	102.32	107.64	56.98	49.04	63.26	54.22	56.82	53.78	47.54
SRSF12	39.23	10.8	7.75	19.49	10.33	20.6	69.59	16.97	58.06	54.92	0	5.13	19.72
pm20d2	27.59	8.3	2.56	12.87	0	4.94	0	0.66	4.68	2.51	0	5.22	0.49
ARMC1	51	3.16	28.02	18.7	17.97	27.06	54.99	22.79	57.01	23.81	2.37	21.56	63.27
L345_03686	0.83	0	1.11	0	0	0	0	0.39	0	4.17	0	0	0
MTFR1	31.33	18.12	50.11	8.38	0	8.56	8.63	14.18	12.86	11.21	18.35	11.52	49.07
PDE7A	7.85	1.37	3.75	5.18	3.57	2.93	1.72	6.47	1.59	33	0	0.58	4.45
TRIM55	0.17	1.38	0	0	6.67	0	1.96	0	0	0	0	50.28	14.36
Adhfe1	7.93	2.9	0.53	8.25	0	5.3	0	1.14	2.3	15.61	0	4.59	0.57
MRPS34	37.09	51.15	43.24	50.4	33.23	68.2	49.61	138.13	134.5	110.16	0	95.58	37.44
mybl1	0.85	0.97	0.94	1.03	0	0	2.87	1.91	3.17	0.97	0	0.21	3.32
Vcpip1	10.68	4.63	2.21	3.28	3.35	4.26	6.11	2.71	1.96	8.99	15.05	1.02	8.37
SGK3	46.06	31.69	27.06	15.5	2.78	13.41	23.29	13.61	8.91	39.27	64.07	17.29	25.59
L345_03676	1.9	0.81	0.7	0.49	0	1.16	0	1.5	0	1.08	0	0	15.01
TCF24	10.56	0	0	0	0	0	0	0	0	0	0	0	2.36
Ppp1r42	7.05	6.89	5.95	0	0	5.33	16.6	0	0	0	0	0	314.99
L345_03687	3.06	0	1.88	0	0	0	0	0	0	15.33	0	2.48	1.98
PFKP	302.76	56.91	15.29	28.36	22.35	37.23	35.29	29.57	30.11	33.59	45.76	160.99	131.44
PITRM1	13.95	6.67	8.22	8.02	16.33	7.25	28.21	21.61	17.51	15.47	98.84	4.87	0.65
L345_03693	0	1.72	0	0	0	0	0	0	0	65.64	0	0	1236.94
